Format,Player,Overs,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
T20,IK Pathan,3.0,0,26,1,8.66,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,AB Dinda,4.0,0,26,1,6.5,2,,v Pakistan,Bengaluru,25 Dec 2012,
T20,R Ashwin,4.0,0,26,1,6.5,2,,v South Africa,Dharamsala,2 Oct 2015,
T20,RA Jadeja,4.0,0,26,1,6.5,1,,v New Zealand,Nagpur,15 Mar 2016,
T20,Kuldeep Yadav,4.0,0,26,1,6.5,1,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,KH Pandya,4.0,0,26,1,6.5,1,,v Australia,Melbourne,23 Nov 2018,
T20,Washington Sundar,4.0,0,26,1,6.5,2,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,Washington Sundar,4.0,0,26,1,6.5,2,,v England,Ahmedabad,16 Mar 2021,
T20,AR Patel,4.0,0,26,1,6.5,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,DL Chahar,2.2,0,26,1,11.14,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,YS Chahal,4.0,0,26,1,6.5,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,HH Pandya,2.0,0,26,1,13.0,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,RA Jadeja,4.0,0,26,1,6.5,2,,v West Indies,Tarouba,29 Jul 2022,
T20,Arshdeep Singh,4.0,0,26,1,6.5,2,,v West Indies,Basseterre,1 Aug 2022,
T20,Ravi Bishnoi,4.0,0,26,1,6.5,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,Ravi Bishnoi,4.0,0,26,1,6.5,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,Kuldeep Yadav,3.0,0,26,1,8.66,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,HH Pandya,4.0,0,26,1,6.5,1,,v Bangladesh,Gwalior,6 Oct 2024,
T20,Arshdeep Singh,3.0,0,26,1,8.66,2,,v Bangladesh,Delhi,9 Oct 2024,
T20,AR Patel,3.0,0,26,1,8.66,2,,v England,Pune,31 Jan 2025,
T20,HH Pandya,4.0,0,26,1,6.5,2,,v Oman,Abu Dhabi,19 Sep 2025,
T20,CV Varun,4.0,0,26,1,6.5,2,,v Australia,Carrara,6 Nov 2025,
T20,YK Pathan,4.0,0,27,1,6.75,2,,v West Indies,Lord's,12 Jun 2009,
T20,A Nehra,4.0,0,27,1,6.75,2,,v South Africa,Gros Islet,2 May 2010,
T20,PP Chawla,3.0,0,27,1,9.0,2,,v South Africa,Gros Islet,2 May 2010,
T20,RA Jadeja,2.0,0,27,1,13.5,1,,v West Indies,Bridgetown,9 May 2010,
T20,P Kumar,4.0,1,27,1,6.75,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,P Kumar,4.0,0,27,1,6.75,2,,v England,Manchester,31 Aug 2011,
T20,R Sharma,3.4,0,27,1,7.36,1,,v Australia,Sydney,1 Feb 2012,
T20,Z Khan,4.0,0,27,1,6.75,1,,v New Zealand,Chennai,11 Sep 2012,
T20,R Ashwin,4.0,0,27,1,6.75,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,R Ashwin,4.0,0,27,1,6.75,2,,v Australia,Melbourne,29 Jan 2016,
T20,SK Raina,3.0,0,27,1,9.0,2,,v South Africa,Cape Town,24 Feb 2018,
T20,JJ Bumrah,4.0,0,27,1,6.75,1,,v West Indies,Eden Gardens,4 Nov 2018,
T20,RD Chahar,3.0,0,27,1,9.0,1,,v West Indies,Providence,6 Aug 2019,
T20,RD Chahar,4.0,0,27,1,6.75,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,YS Chahal,4.0,0,27,1,6.75,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,Arshdeep Singh,3.5,0,27,1,7.04,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,R Ashwin,4.0,0,27,1,6.75,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,Mohammed Shami,4.0,0,27,1,6.75,2,,v Netherlands,Sydney,27 Oct 2022,
T20,HH Pandya,4.0,0,27,1,6.75,1,,v West Indies,Tarouba,3 Aug 2023,
T20,Mohammed Siraj,3.0,0,27,1,9.0,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,JJ Bumrah,4.0,0,27,1,6.75,2,,v Australia,Carrara,6 Nov 2025,
T20,AR Patel,3.0,0,27,1,9.0,1,,v South Africa,New Chandigarh,11 Dec 2025,
T20,R Vinay Kumar,4.0,0,28,1,7.0,1,,v Australia,Sydney,1 Feb 2012,
T20,R Ashwin,4.0,0,28,1,7.0,2,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,KV Sharma,4.0,0,28,1,7.0,1,,v England,Birmingham,7 Sep 2014,
T20,B Kumar,3.4,0,28,1,7.63,1,,v Australia,Ranchi,7 Oct 2017,
T20,HH Pandya,4.0,0,28,1,7.0,2,,v England,Cardiff,6 Jul 2018,
T20,YS Chahal,4.0,0,28,1,7.0,2,,v England,Cardiff,6 Jul 2018,
T20,YS Chahal,4.0,0,28,1,7.0,2,,v Australia,Visakhapatnam,24 Feb 2019,
T20,B Kumar,4.0,0,28,1,7.0,1,,v England,Ahmedabad,14 Mar 2021,
T20,CV Varun,4.0,0,28,1,7.0,2,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,DL Chahar,3.0,0,28,1,9.33,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,RA Jadeja,4.0,0,28,1,7.0,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,AR Patel,4.0,0,28,1,7.0,2,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,HV Patel,3.4,0,28,1,7.63,1,,v New Zealand,Napier,22 Nov 2022,
T20,Shahbaz Ahmed,3.2,0,28,1,8.4,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,Washington Sundar,4.0,0,28,1,7.0,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,Ravi Bishnoi,3.0,0,28,1,9.33,2,,v South Africa,Johannesburg,15 Nov 2024,
T20,PP Ojha,3.0,0,29,1,9.66,2,,v West Indies,Lord's,12 Jun 2009,
T20,YK Pathan,3.0,0,29,1,9.66,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,IK Pathan,4.0,0,29,1,7.25,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,Mohammed Shami,3.0,0,29,1,9.66,1,,v Bangladesh,Mirpur,28 Mar 2014,
T20,R Ashwin,3.5,0,29,1,7.56,2,,v Sri Lanka,Mirpur,6 Apr 2014,
T20,A Nehra,4.0,0,29,1,7.25,2,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,B Kumar,4.0,0,29,1,7.25,1,,v New Zealand,Auckland,8 Feb 2019,
T20,Washington Sundar,4.0,0,29,1,7.25,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,DL Chahar,4.0,0,29,1,7.25,2,,v Australia,Canberra,4 Dec 2020,
T20,R Ashwin,4.0,0,29,1,7.25,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,B Kumar,4.0,0,29,1,7.25,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,HV Patel,4.0,0,29,1,7.25,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,HH Pandya,3.0,0,29,1,9.66,2,,v England,Birmingham,9 Jul 2022,
T20,HH Pandya,4.0,0,29,1,7.25,2,,v South Africa,Perth,30 Oct 2022,
T20,Arshdeep Singh,4.0,0,29,1,7.25,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,JJ Bumrah,4.0,0,29,1,7.25,2,,v Australia,Gros Islet,24 Jun 2024,
T20,Avesh Khan,4.0,0,29,1,7.25,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,AR Patel,4.0,0,29,1,7.25,2,,v South Africa,Centurion,13 Nov 2024,
T20,HH Pandya,3.0,0,29,1,9.66,1,,v Pakistan,Dubai (DICS),21 Sep 2025,
T20,Z Khan,4.0,0,30,1,7.5,2,,v New Zealand,Wellington,27 Feb 2009,
T20,R Ashwin,4.0,0,30,1,7.5,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,IK Pathan,3.0,0,30,1,10.0,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,A Nehra,4.0,0,30,1,7.5,2,,v Australia,Adelaide,26 Jan 2016,
T20,V Shankar,3.0,0,30,1,10.0,1,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,RA Jadeja,4.0,0,30,1,7.5,1,,v West Indies,Hyderabad,6 Dec 2019,
T20,B Kumar,4.0,1,30,1,7.5,2,,v England,Ahmedabad,18 Mar 2021,
T20,Ravi Bishnoi,4.0,0,30,1,7.5,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,YS Chahal,4.0,0,30,1,7.5,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,TU Deshpande,3.0,0,30,1,10.0,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,MP Yadav,4.0,0,30,1,7.5,2,,v Bangladesh,Delhi,9 Oct 2024,
T20,Mohammed Shami,4.0,0,31,1,7.75,1,,v Pakistan,Mirpur,21 Mar 2014,
T20,R Ashwin,2.0,0,31,1,15.5,1,,v Australia,Mohali,27 Mar 2016,
T20,SN Thakur,4.0,0,31,1,7.75,2,,v South Africa,Centurion,21 Feb 2018,
T20,HH Pandya,4.0,0,31,1,7.75,2,,v South Africa,Centurion,21 Feb 2018,
T20,RA Jadeja,4.0,0,31,1,7.75,1,,v South Africa,Mohali,18 Sep 2019,
T20,HH Pandya,4.0,0,31,1,7.75,1,,v South Africa,Mohali,18 Sep 2019,
T20,JJ Bumrah,4.0,0,31,1,7.75,1,,v New Zealand,Auckland,24 Jan 2020,
T20,B Kumar,4.0,0,31,1,7.75,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,YS Chahal,4.0,0,31,1,7.75,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,Avesh Khan,2.2,0,31,1,13.28,2,,v West Indies,Basseterre,1 Aug 2022,
T20,Kuldeep Yadav,3.0,0,31,1,10.33,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,Arshdeep Singh,4.0,0,31,1,7.75,2,,v Pakistan,New York,9 Jun 2024,
T20,K Nitish Kumar Reddy,3.0,0,31,1,10.33,2,,v Bangladesh,Hyderabad,12 Oct 2024,
T20,Kuldeep Yadav,4.0,0,31,1,7.75,1,,v Pakistan,Dubai (DICS),21 Sep 2025,
T20,Kuldeep Yadav,4.0,0,31,1,7.75,2,,v Sri Lanka,Dubai (DICS),26 Sep 2025,
T20,CV Varun,4.0,0,31,1,7.75,2,,v Sri Lanka,Dubai (DICS),26 Sep 2025,
T20,Arshdeep Singh,4.0,0,31,1,7.75,2,,v New Zealand,Nagpur,21 Jan 2026,
T20,Harbhajan Singh,4.0,0,32,1,8.0,2,,v Pakistan,Durban,14 Sep 2007,
T20,A Mishra,4.0,0,32,1,8.0,2,,v Sri Lanka,Mirpur,6 Apr 2014,
T20,A Nehra,4.0,0,32,1,8.0,1,,v Australia,Sydney,31 Jan 2016,
T20,R Ashwin,4.0,0,32,1,8.0,1,,v New Zealand,Nagpur,15 Mar 2016,
T20,JJ Bumrah,4.0,0,32,1,8.0,1,,v Pakistan,Eden Gardens,19 Mar 2016,
T20,JJ Bumrah,4.0,0,32,1,8.0,1,,v Australia,Mohali,27 Mar 2016,
T20,DS Kulkarni,4.0,0,32,1,8.0,1,,v Zimbabwe,Harare,20 Jun 2016,
T20,YS Chahal,4.0,0,32,1,8.0,2,,v Zimbabwe,Harare,22 Jun 2016,
T20,Parvez Rasool,4.0,0,32,1,8.0,2,,v England,Kanpur,26 Jan 2017,
T20,JJ Bumrah,4.0,0,32,1,8.0,1,,v Sri Lanka,Indore,7 Jan 2020,
T20,YS Chahal,4.0,0,32,1,8.0,1,,v New Zealand,Auckland,24 Jan 2020,
T20,Ravi Bishnoi,4.0,0,32,1,8.0,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,R Ashwin,4.0,0,32,1,8.0,2,,v West Indies,Basseterre,1 Aug 2022,
T20,R Ashwin,4.0,0,32,1,8.0,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,HH Pandya,3.0,0,32,1,10.66,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,Washington Sundar,4.0,0,32,1,8.0,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,S Dube,2.0,0,32,1,16.0,1,,v South Africa,Ahmedabad,22 Feb 2026,
T20,S Sreesanth,4.0,0,33,1,8.25,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,R Ashwin,4.0,0,33,1,8.25,2,,v South Africa,Durban,9 Jan 2011,
T20,R Ashwin,4.0,0,33,1,8.25,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,L Balaji,4.0,0,33,1,8.25,1,,v New Zealand,Chennai,11 Sep 2012,
T20,R Ashwin,4.0,1,33,1,8.25,1,,v England,Pune,20 Dec 2012,
T20,B Kumar,4.0,0,33,1,8.25,1,,v South Africa,Mirpur,4 Apr 2014,
T20,A Nehra,3.0,0,33,1,11.0,1,,v Bangladesh,Mirpur,6 Mar 2016,
T20,HH Pandya,4.0,0,33,1,8.25,1,,v Australia,Ranchi,7 Oct 2017,
T20,JD Unadkat,4.0,0,33,1,8.25,2,,v South Africa,Johannesburg,18 Feb 2018,
T20,JD Unadkat,3.0,0,33,1,11.0,1,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,HH Pandya,4.0,0,33,1,8.25,1,,v England,Manchester,3 Jul 2018,
T20,Washington Sundar,4.0,0,33,1,8.25,1,,v West Indies,Chennai,11 Nov 2018,
T20,T Natarajan,4.0,0,33,1,8.25,1,,v Australia,Sydney,8 Dec 2020,
T20,Arshdeep Singh,4.0,0,33,1,8.25,1,,v West Indies,Basseterre,2 Aug 2022,
T20,Avesh Khan,4.0,0,33,1,8.25,2,,v Australia,Raipur,1 Dec 2023,
T20,JJ Bumrah,4.0,0,33,1,8.25,2,,v England,Wankhede,5 Mar 2026,
T20,IK Pathan,4.0,0,34,1,8.5,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,AB Dinda,3.0,0,34,1,11.33,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,YK Pathan,3.0,0,34,1,11.33,2,,v England,Eden Gardens,29 Oct 2011,
T20,R Ashwin,4.0,0,34,1,8.5,1,,v Australia,Sydney,1 Feb 2012,
T20,I Sharma,4.0,0,34,1,8.5,2,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,Kuldeep Yadav,4.0,0,34,1,8.5,2,,v West Indies,Kingston,9 Jul 2017,
T20,YS Chahal,4.0,0,34,1,8.5,1,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,NA Saini,4.0,0,34,1,8.5,1,,v South Africa,Mohali,18 Sep 2019,
T20,Washington Sundar,3.0,0,34,1,11.33,1,,v West Indies,Hyderabad,6 Dec 2019,
T20,YS Chahal,4.0,0,34,1,8.5,1,,v England,Ahmedabad,14 Mar 2021,
T20,HH Pandya,4.0,0,34,1,8.5,2,,v England,Ahmedabad,20 Mar 2021,
T20,C Sakariya,3.4,0,34,1,9.27,2,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,YS Chahal,4.0,0,34,1,8.5,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,HV Patel,4.0,0,34,1,8.5,2,,v England,Birmingham,9 Jul 2022,
T20,UT Yadav,3.0,0,34,1,11.33,1,,v South Africa,Indore,4 Oct 2022,
T20,Arshdeep Singh,4.0,0,34,1,8.5,2,,v West Indies,Providence,6 Aug 2023,
T20,HH Pandya,3.0,0,34,1,11.33,1,,v Pakistan,Dubai (DICS),14 Sep 2025,
T20,AB Agarkar,4.0,0,35,1,8.75,2,,v Pakistan,Durban,14 Sep 2007,
T20,Harbhajan Singh,4.0,0,35,1,8.75,2,,v England,Durban,19 Sep 2007,
T20,I Sharma,4.0,0,35,1,8.75,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,YK Pathan,4.0,0,35,1,8.75,1,,v Australia,Bridgetown,7 May 2010,
T20,MM Patel,4.0,0,35,1,8.75,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,RA Jadeja,4.0,0,35,1,8.75,1,,v England,Birmingham,7 Sep 2014,
T20,SN Thakur,4.0,0,35,1,8.75,2,,v South Africa,Cape Town,24 Feb 2018,
T20,JD Unadkat,3.0,0,35,1,11.66,2,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,YS Chahal,4.0,0,35,1,8.75,1,,v New Zealand,Wellington,6 Feb 2019,
T20,Mukesh Kumar,3.5,0,35,1,9.13,2,,v West Indies,Providence,6 Aug 2023,
T20,Arshdeep Singh,4.0,0,35,1,8.75,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,Arshdeep Singh,3.4,0,35,1,9.54,2,,v England,Pune,31 Jan 2025,
T20,Harshit Rana,3.0,1,35,1,11.66,1,,v New Zealand,Raipur,23 Jan 2026,
T20,CV Varun,4.0,0,35,1,8.75,1,,v New Zealand,Raipur,23 Jan 2026,
T20,Harshit Rana,4.0,0,35,1,8.75,1,,v New Zealand,Guwahati,25 Jan 2026,
T20,CV Varun,4.0,0,35,1,8.75,2,,v Zimbabwe,Chennai,26 Feb 2026,
T20,AR Patel,4.0,0,35,1,8.75,2,,v Zimbabwe,Chennai,26 Feb 2026,
T20,AR Patel,3.0,0,35,1,11.66,2,,v England,Wankhede,5 Mar 2026,
T20,Z Khan,4.0,0,36,1,9.0,1,,v West Indies,Bridgetown,9 May 2010,
T20,R Ashwin,4.0,0,36,1,9.0,1,,v Australia,Sydney,31 Jan 2016,
T20,B Kumar,4.0,0,36,1,9.0,1,,v West Indies,Lauderhill,28 Aug 2016,
T20,B Kumar,4.0,0,36,1,9.0,1,,v Sri Lanka,Colombo (RPS),6 Sep 2017,
T20,YS Chahal,4.0,0,36,1,9.0,1,,v New Zealand,Rajkot,4 Nov 2017,
T20,UT Yadav,4.0,0,36,1,9.0,1,,v West Indies,Eden Gardens,4 Nov 2018,
T20,HH Pandya,4.0,0,36,1,9.0,1,,v New Zealand,Auckland,8 Feb 2019,
T20,YS Chahal,4.0,0,36,1,9.0,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,B Kumar,4.0,0,36,1,9.0,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,YS Chahal,4.0,0,36,1,9.0,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,S Dube,3.0,0,36,1,12.0,1,,v Afghanistan,Indore,14 Jan 2024,
T20,CV Varun,4.0,0,36,1,9.0,2,,v New Zealand,Thiruvananthapuram,31 Jan 2026,
T20,Arshdeep Singh,3.0,0,36,1,12.0,2,,v Namibia,Delhi,12 Feb 2026,
T20,HH Pandya,4.0,0,36,1,9.0,2,,v New Zealand,Ahmedabad,8 Mar 2026,
T20,S Sreesanth,3.0,0,37,1,12.33,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,JJ Bumrah,4.0,0,37,1,9.25,2,,v New Zealand,Delhi,1 Nov 2017,
T20,SN Thakur,4.0,0,37,1,9.25,2,,v Bangladesh,Colombo (RPS),14 Mar 2018,
T20,KH Pandya,4.0,0,37,1,9.25,1,,v New Zealand,Wellington,6 Feb 2019,
T20,B Kumar,4.0,0,37,1,9.25,1,,v New Zealand,Hamilton,10 Feb 2019,
T20,KK Ahmed,4.0,0,37,1,9.25,2,,v Bangladesh,Delhi,3 Nov 2019,
T20,RA Jadeja,4.0,0,37,1,9.25,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,Avesh Khan,4.0,0,37,1,9.25,2,,v Australia,Guwahati,28 Nov 2023,
T20,AR Patel,4.0,0,37,1,9.25,2,,v Australia,Guwahati,28 Nov 2023,
T20,Ravi Bishnoi,4.0,0,37,1,9.25,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,Arshdeep Singh,4.0,0,37,1,9.25,2,,v Oman,Abu Dhabi,19 Sep 2025,
T20,AR Patel,4.0,0,37,1,9.25,2,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,Yuvraj Singh,3.0,0,38,1,12.66,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,YS Chahal,4.0,0,38,1,9.5,1,,v Zimbabwe,Harare,18 Jun 2016,
T20,JJ Bumrah,4.0,0,38,1,9.5,1,,v Sri Lanka,Colombo (RPS),6 Sep 2017,
T20,YS Chahal,4.0,0,38,1,9.5,2,,v New Zealand,Wellington,31 Jan 2020,
T20,JJ Bumrah,4.0,0,38,1,9.5,1,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,RP Singh,4.0,0,39,1,9.75,1,,v Australia,Brabourne,20 Oct 2007,
T20,MM Sharma,4.0,0,39,1,9.75,1,,v England,Birmingham,7 Sep 2014,
T20,Sandeep Sharma,4.0,0,39,1,9.75,1,,v Zimbabwe,Harare,19 Jul 2015,
T20,YS Chahal,4.0,0,39,1,9.75,2,,v South Africa,Johannesburg,18 Feb 2018,
T20,JJ Bumrah,4.0,0,39,1,9.75,2,,v South Africa,Cape Town,24 Feb 2018,
T20,SN Thakur,4.0,0,39,1,9.75,1,,v Australia,Sydney,6 Dec 2020,
T20,T Natarajan,4.0,0,39,1,9.75,2,,v England,Ahmedabad,20 Mar 2021,
T20,Mohammed Siraj,4.0,0,39,1,9.75,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,B Kumar,4.0,0,39,1,9.75,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,B Kumar,3.0,0,39,1,13.0,1,,v Australia,Hyderabad,25 Sep 2022,
T20,AR Patel,4.0,0,39,1,9.75,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,CV Varun,3.0,0,39,1,13.0,2,,v New Zealand,Ahmedabad,8 Mar 2026,
T20,I Sharma,4.0,0,40,1,10.0,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,AR Patel,4.0,0,40,1,10.0,2,,v South Africa,Delhi,9 Jun 2022,
T20,B Kumar,4.0,0,40,1,10.0,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,AR Patel,3.2,0,40,1,12.0,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,Arshdeep Singh,4.0,0,40,1,10.0,1,,v England,Chennai,25 Jan 2025,
T20,HH Pandya,3.0,0,40,1,13.33,2,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,HH Pandya,4.0,0,40,1,10.0,1,,v West Indies,Eden Gardens,1 Mar 2026,
T20,CV Varun,4.0,0,40,1,10.0,1,,v West Indies,Eden Gardens,1 Mar 2026,
T20,RA Jadeja,4.0,0,41,1,10.25,1,,v Australia,Sydney,31 Jan 2016,
T20,YS Chahal,4.0,0,41,1,10.25,2,,v England,Ahmedabad,16 Mar 2021,
T20,Ravi Bishnoi,4.0,0,41,1,10.25,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,Arshdeep Singh,4.0,0,41,1,10.25,2,,v South Africa,Gqeberha,10 Nov 2024,
T20,HH Pandya,3.0,0,41,1,13.66,2,,v South Africa,Ahmedabad,19 Dec 2025,
T20,JJ Bumrah,4.0,0,42,1,10.5,2,,v West Indies,Wankhede,31 Mar 2016,
T20,R Dhawan,4.0,0,42,1,10.5,1,,v Zimbabwe,Harare,18 Jun 2016,
T20,KK Ahmed,3.0,0,42,1,14.0,1,,v Australia,Brisbane,21 Nov 2018,
T20,DL Chahar,4.0,0,42,1,10.5,1,,v New Zealand,Jaipur,17 Nov 2021,
T20,DL Chahar,4.0,0,42,1,10.5,1,,v New Zealand,Ranchi,19 Nov 2021,
T20,Umran Malik,4.0,0,42,1,10.5,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,YS Chahal,3.2,0,42,1,12.6,2,,v Australia,Mohali,20 Sep 2022,
T20,Ramandeep Singh,3.2,0,42,1,12.6,2,,v South Africa,Johannesburg,15 Nov 2024,
T20,AR Patel,3.3,0,42,1,12.0,2,,v New Zealand,Nagpur,21 Jan 2026,
T20,JJ Bumrah,4.0,0,43,1,10.75,1,,v Australia,Sydney,31 Jan 2016,
T20,DL Chahar,4.0,0,43,1,10.75,1,,v England,Bristol,8 Jul 2018,
T20,YS Chahal,4.0,0,43,1,10.75,2,,v Bangladesh,Nagpur,10 Nov 2019,
T20,SN Thakur,4.0,0,43,1,10.75,1,,v Australia,Sydney,8 Dec 2020,
T20,B Kumar,4.0,0,43,1,10.75,2,,v South Africa,Delhi,9 Jun 2022,
T20,HV Patel,4.0,0,43,1,10.75,2,,v South Africa,Delhi,9 Jun 2022,
T20,Avesh Khan,4.0,0,43,1,10.75,1,,v England,Nottingham,10 Jul 2022,
T20,YS Chahal,4.0,0,43,1,10.75,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,R Ashwin,4.0,0,43,1,10.75,2,,v South Africa,Perth,30 Oct 2022,
T20,Mukesh Kumar,4.0,0,43,1,10.75,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,S Dube,3.0,0,43,1,14.33,1,,v Australia,Hobart,2 Nov 2025,
T20,S Sreesanth,4.0,1,44,1,11.0,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,A Nehra,4.0,0,44,1,11.0,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,IK Pathan,4.0,0,44,1,11.0,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,AB Dinda,4.0,0,44,1,11.0,2,,v England,Wankhede,22 Dec 2012,
T20,S Aravind,3.4,0,44,1,12.0,2,,v South Africa,Dharamsala,2 Oct 2015,
T20,KK Ahmed,4.0,0,44,1,11.0,1,,v Bangladesh,Rajkot,7 Nov 2019,
T20,SN Thakur,3.0,0,44,1,14.66,1,,v New Zealand,Auckland,24 Jan 2020,
T20,YS Chahal,4.0,0,44,1,11.0,2,,v England,Ahmedabad,12 Mar 2021,
T20,Arshdeep Singh,4.0,0,44,1,11.0,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,HH Pandya,4.0,0,44,1,11.0,2,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,Arshdeep Singh,4.0,0,44,1,11.0,2,,v Australia,Guwahati,28 Nov 2023,
T20,Mohammed Siraj,4.0,0,45,1,11.25,1,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,HH Pandya,4.0,0,45,1,11.25,2,,v South Africa,Johannesburg,18 Feb 2018,
T20,S Kaul,3.4,0,45,1,12.27,2,,v Australia,Bengaluru,27 Feb 2019,
T20,B Kumar,4.0,0,46,1,11.5,2,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,B Kumar,4.0,0,46,1,11.5,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,Arshdeep Singh,4.0,0,46,1,11.5,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,Ravi Bishnoi,4.0,0,46,1,11.5,1,,v England,Rajkot,28 Jan 2025,
T20,Arshdeep Singh,4.0,0,46,1,11.5,2,,v Sri Lanka,Dubai (DICS),26 Sep 2025,
T20,S Dube,2.0,0,46,1,23.0,2,,v Zimbabwe,Chennai,26 Feb 2026,
T20,B Kumar,4.0,0,47,1,11.75,1,,v New Zealand,Wellington,6 Feb 2019,
T20,KK Ahmed,4.0,0,47,1,11.75,1,,v New Zealand,Hamilton,10 Feb 2019,
T20,Arshdeep Singh,4.0,0,47,1,11.75,2,,v South Africa,Ahmedabad,19 Dec 2025,
T20,CV Varun,4.0,0,47,1,11.75,1,,v South Africa,Ahmedabad,22 Feb 2026,
T20,R Ashwin,4.0,0,48,1,12.0,1,,v Zimbabwe,Harare,13 Jun 2010,
