Format,Player,Overs,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
T20,KD Karthik,DNB,-,-,-,-,2,,v Australia,Mohali,20 Sep 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Australia,Mohali,20 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Australia,Mohali,20 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Australia,Mohali,20 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Australia,Mohali,20 Sep 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v Australia,Nagpur,23 Sep 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v Australia,Nagpur,23 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v Australia,Nagpur,23 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,1,,v Australia,Nagpur,23 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v Australia,Nagpur,23 Sep 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v Australia,Nagpur,23 Sep 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v Australia,Hyderabad,25 Sep 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v Australia,Hyderabad,25 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v Australia,Hyderabad,25 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,1,,v Australia,Hyderabad,25 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v Australia,Hyderabad,25 Sep 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,KL Rahul,DNB,-,-,-,-,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Guwahati,2 Oct 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v South Africa,Guwahati,2 Oct 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v South Africa,Guwahati,2 Oct 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v South Africa,Guwahati,2 Oct 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v South Africa,Guwahati,2 Oct 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v South Africa,Guwahati,2 Oct 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v South Africa,Indore,4 Oct 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v South Africa,Indore,4 Oct 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v South Africa,Indore,4 Oct 2022,
T20,SS Iyer,DNB,-,-,-,-,1,,v South Africa,Indore,4 Oct 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v South Africa,Indore,4 Oct 2022,
T20,KD Karthik,DNB,-,-,-,-,1,,v Pakistan,Melbourne,23 Oct 2022,
T20,RG Sharma,DNB,-,-,-,-,1,,v Pakistan,Melbourne,23 Oct 2022,
T20,V Kohli,DNB,-,-,-,-,1,,v Pakistan,Melbourne,23 Oct 2022,
T20,KL Rahul,DNB,-,-,-,-,1,,v Pakistan,Melbourne,23 Oct 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v Pakistan,Melbourne,23 Oct 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v Netherlands,Sydney,27 Oct 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Netherlands,Sydney,27 Oct 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Netherlands,Sydney,27 Oct 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Netherlands,Sydney,27 Oct 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Netherlands,Sydney,27 Oct 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Perth,30 Oct 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v South Africa,Perth,30 Oct 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v South Africa,Perth,30 Oct 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v South Africa,Perth,30 Oct 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v South Africa,Perth,30 Oct 2022,
T20,DJ Hooda,DNB,-,-,-,-,2,,v South Africa,Perth,30 Oct 2022,
T20,KD Karthik,DNB,-,-,-,-,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Adelaide,10 Nov 2022,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Adelaide,10 Nov 2022,
T20,KL Rahul,DNB,-,-,-,-,2,,v England,Adelaide,10 Nov 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v England,Adelaide,10 Nov 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Adelaide,10 Nov 2022,
T20,SA Yadav,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,HH Pandya,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,SS Iyer,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,RR Pant,DNB,-,-,-,-,2,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,SA Yadav,DNB,-,-,-,-,1,,v New Zealand,Napier,22 Nov 2022,
T20,HH Pandya,DNB,-,-,-,-,1,,v New Zealand,Napier,22 Nov 2022,
T20,SS Iyer,DNB,-,-,-,-,1,,v New Zealand,Napier,22 Nov 2022,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v New Zealand,Napier,22 Nov 2022,
T20,RR Pant,DNB,-,-,-,-,1,,v New Zealand,Napier,22 Nov 2022,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,DJ Hooda,DNB,-,-,-,-,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,RA Tripathi,DNB,-,-,-,-,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,DJ Hooda,DNB,-,-,-,-,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,Shubman Gill,DNB,-,-,-,-,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,RA Tripathi,DNB,-,-,-,-,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,DJ Hooda,DNB,-,-,-,-,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,RA Tripathi,DNB,-,-,-,-,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,Shubman Gill,DNB,-,-,-,-,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v New Zealand,Lucknow,29 Jan 2023,
T20,RA Tripathi,DNB,-,-,-,-,1,,v New Zealand,Lucknow,29 Jan 2023,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v New Zealand,Lucknow,29 Jan 2023,
T20,Shubman Gill,DNB,-,-,-,-,1,,v New Zealand,Lucknow,29 Jan 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,RA Tripathi,DNB,-,-,-,-,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,DJ Hooda,DNB,-,-,-,-,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,Washington Sundar,DNB,-,-,-,-,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,SV Samson,DNB,-,-,-,-,1,,v West Indies,Tarouba,3 Aug 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v West Indies,Tarouba,3 Aug 2023,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v West Indies,Tarouba,3 Aug 2023,
T20,Shubman Gill,DNB,-,-,-,-,1,,v West Indies,Tarouba,3 Aug 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v West Indies,Tarouba,3 Aug 2023,
T20,SV Samson,DNB,-,-,-,-,2,,v West Indies,Providence,6 Aug 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Providence,6 Aug 2023,
T20,AR Patel,DNB,-,-,-,-,2,,v West Indies,Providence,6 Aug 2023,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v West Indies,Providence,6 Aug 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v West Indies,Providence,6 Aug 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,2,,v West Indies,Providence,6 Aug 2023,
T20,SV Samson,DNB,-,-,-,-,1,,v West Indies,Providence,8 Aug 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v West Indies,Providence,8 Aug 2023,
T20,Shubman Gill,DNB,-,-,-,-,1,,v West Indies,Providence,8 Aug 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v West Indies,Providence,8 Aug 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v West Indies,Providence,8 Aug 2023,
T20,SV Samson,DNB,-,-,-,-,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,Shubman Gill,DNB,-,-,-,-,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,SV Samson,DNB,-,-,-,-,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,SV Samson,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,RK Singh,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,SV Samson,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,JM Sharma,DNB,-,-,-,-,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,JM Sharma,DNB,-,-,-,-,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,RK Singh,DNB,-,-,-,-,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,JM Sharma,DNB,-,-,-,-,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,RK Singh,DNB,-,-,-,-,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v Afghanistan,Hangzhou,7 Oct 2023,
T20,SA Yadav,DNB,-,-,-,-,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,Ishan Kishan,DNB,-,-,-,-,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,RK Singh,DNB,-,-,-,-,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,2,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v Australia,Guwahati,28 Nov 2023,
T20,Ishan Kishan,DNB,-,-,-,-,2,,v Australia,Guwahati,28 Nov 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v Australia,Guwahati,28 Nov 2023,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Australia,Guwahati,28 Nov 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Australia,Guwahati,28 Nov 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,2,,v Australia,Guwahati,28 Nov 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v Australia,Raipur,1 Dec 2023,
T20,SS Iyer,DNB,-,-,-,-,2,,v Australia,Raipur,1 Dec 2023,
T20,JM Sharma,DNB,-,-,-,-,2,,v Australia,Raipur,1 Dec 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v Australia,Raipur,1 Dec 2023,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Australia,Raipur,1 Dec 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Australia,Raipur,1 Dec 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v Australia,Bengaluru,3 Dec 2023,
T20,SS Iyer,DNB,-,-,-,-,2,,v Australia,Bengaluru,3 Dec 2023,
T20,JM Sharma,DNB,-,-,-,-,2,,v Australia,Bengaluru,3 Dec 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v Australia,Bengaluru,3 Dec 2023,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Australia,Bengaluru,3 Dec 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Australia,Bengaluru,3 Dec 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,JM Sharma,DNB,-,-,-,-,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,NT Tilak Varma,DNB,-,-,-,-,2,,v South Africa,Gqeberha,12 Dec 2023,
T20,SA Yadav,DNB,-,-,-,-,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,JM Sharma,DNB,-,-,-,-,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,RK Singh,DNB,-,-,-,-,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,Shubman Gill,DNB,-,-,-,-,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,RG Sharma,DNB,-,-,-,-,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,JM Sharma,DNB,-,-,-,-,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,RK Singh,DNB,-,-,-,-,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,Shubman Gill,DNB,-,-,-,-,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,NT Tilak Varma,DNB,-,-,-,-,1,,v Afghanistan,Mohali,11 Jan 2024,
T20,RG Sharma,DNB,-,-,-,-,1,,v Afghanistan,Indore,14 Jan 2024,
T20,V Kohli,DNB,-,-,-,-,1,,v Afghanistan,Indore,14 Jan 2024,
T20,JM Sharma,DNB,-,-,-,-,1,,v Afghanistan,Indore,14 Jan 2024,
T20,RK Singh,DNB,-,-,-,-,1,,v Afghanistan,Indore,14 Jan 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Afghanistan,Indore,14 Jan 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,SV Samson,DNB,-,-,-,-,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,RK Singh,DNB,-,-,-,-,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,RG Sharma,DNB,-,-,-,-,1,,v Ireland,New York,5 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,1,,v Ireland,New York,5 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,1,,v Ireland,New York,5 Jun 2024,
T20,S Dube,DNB,-,-,-,-,1,,v Ireland,New York,5 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,1,,v Ireland,New York,5 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v Pakistan,New York,9 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v Pakistan,New York,9 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v Pakistan,New York,9 Jun 2024,
T20,S Dube,DNB,-,-,-,-,2,,v Pakistan,New York,9 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v Pakistan,New York,9 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,1,,v U.S.A.,New York,12 Jun 2024,
T20,RA Jadeja,DNB,-,-,-,-,1,,v U.S.A.,New York,12 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,1,,v U.S.A.,New York,12 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,1,,v U.S.A.,New York,12 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,1,,v U.S.A.,New York,12 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,S Dube,DNB,-,-,-,-,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,S Dube,DNB,-,-,-,-,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v Bangladesh,North Sound,22 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v Australia,Gros Islet,24 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v Australia,Gros Islet,24 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v Australia,Gros Islet,24 Jun 2024,
T20,S Dube,DNB,-,-,-,-,2,,v Australia,Gros Islet,24 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v Australia,Gros Islet,24 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Providence,27 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Providence,27 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v England,Providence,27 Jun 2024,
T20,S Dube,DNB,-,-,-,-,2,,v England,Providence,27 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v England,Providence,27 Jun 2024,
T20,RG Sharma,DNB,-,-,-,-,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,V Kohli,DNB,-,-,-,-,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,S Dube,DNB,-,-,-,-,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,RK Singh,DNB,-,-,-,-,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,R Parag,DNB,-,-,-,-,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,DC Jurel,DNB,-,-,-,-,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,RK Singh,DNB,-,-,-,-,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,B Sai Sudharsan,DNB,-,-,-,-,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,DC Jurel,DNB,-,-,-,-,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,SV Samson,DNB,-,-,-,-,2,,v Zimbabwe,Harare,10 Jul 2024,
T20,RK Singh,DNB,-,-,-,-,2,,v Zimbabwe,Harare,10 Jul 2024,
T20,RD Gaikwad,DNB,-,-,-,-,2,,v Zimbabwe,Harare,10 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Zimbabwe,Harare,10 Jul 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Zimbabwe,Harare,10 Jul 2024,
T20,SV Samson,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,RK Singh,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,RD Gaikwad,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,SV Samson,DNB,-,-,-,-,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,RK Singh,DNB,-,-,-,-,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,R Parag,DNB,-,-,-,-,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Zimbabwe,Harare,14 Jul 2024,
T20,SA Yadav,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,RK Singh,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,RR Pant,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,SV Samson,DNB,-,-,-,-,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,SA Yadav,DNB,-,-,-,-,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,RK Singh,DNB,-,-,-,-,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,RR Pant,DNB,-,-,-,-,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,1,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,SV Samson,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,S Dube,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,Shubman Gill,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,YBK Jaiswal,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,SV Samson,DNB,-,-,-,-,1,,v Bangladesh,Gwalior,6 Oct 2024,
T20,SA Yadav,DNB,-,-,-,-,1,,v Bangladesh,Gwalior,6 Oct 2024,
T20,RK Singh,DNB,-,-,-,-,1,,v Bangladesh,Gwalior,6 Oct 2024,
