Format,Player,Overs,BPO,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
ODI,RR Singh,DNB,6,-,-,-,-,2,,v Pakistan,Sharjah,16 Apr 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Pakistan,Sharjah,16 Apr 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Pakistan,Sharjah,16 Apr 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,2,,v Pakistan,Sharjah,16 Apr 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Pakistan,Sharjah,16 Apr 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v Pakistan,Sharjah,16 Apr 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v South Africa,Hove,15 May 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v South Africa,Hove,15 May 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,2,,v South Africa,Hove,15 May 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v South Africa,Hove,15 May 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Zimbabwe,Leicester,19 May 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,1,,v Zimbabwe,Leicester,19 May 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Zimbabwe,Leicester,19 May 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,1,,v Zimbabwe,Leicester,19 May 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v Kenya,Bristol,23 May 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Kenya,Bristol,23 May 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,2,,v Kenya,Bristol,23 May 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Kenya,Bristol,23 May 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v Kenya,Bristol,23 May 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v England,Birmingham,29 May 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v England,Birmingham,29 May 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v England,Birmingham,29 May 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,2,,v England,Birmingham,29 May 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v England,Birmingham,29 May 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v England,Birmingham,29 May 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Australia,The Oval,4 Jun 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v Australia,The Oval,4 Jun 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,1,,v Australia,The Oval,4 Jun 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Australia,The Oval,4 Jun 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v New Zealand,Nottingham,12 Jun 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v New Zealand,Nottingham,12 Jun 1999,
ODI,NR Mongia,DNB,6,-,-,-,-,2,,v New Zealand,Nottingham,12 Jun 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v New Zealand,Nottingham,12 Jun 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Australia,Galle,23 Aug 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Australia,Galle,23 Aug 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Australia,Galle,23 Aug 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v Australia,Galle,23 Aug 1999,
ODI,AR Khurasiya,DNB,6,-,-,-,-,2,,v Australia,Galle,23 Aug 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Aug 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Aug 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Aug 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Aug 1999,
ODI,AR Khurasiya,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (RPS),25 Aug 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v Australia,Colombo (SSC),28 Aug 1999,
ODI,VG Kambli,DNB,6,-,-,-,-,1,,v Australia,Colombo (SSC),28 Aug 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Australia,Colombo (SSC),28 Aug 1999,
ODI,AR Khurasiya,DNB,6,-,-,-,-,1,,v Australia,Colombo (SSC),28 Aug 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,1,,v Australia,Colombo (SSC),28 Aug 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,AR Khurasiya,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Zimbabwe,Singapore,4 Sep 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Zimbabwe,Singapore,4 Sep 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Zimbabwe,Singapore,4 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Zimbabwe,Singapore,4 Sep 1999,
ODI,AR Khurasiya,DNB,6,-,-,-,-,2,,v Zimbabwe,Singapore,4 Sep 1999,
ODI,VG Kambli,DNB,6,-,-,-,-,1,,v West Indies,Singapore,5 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v West Indies,Singapore,5 Sep 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v West Indies,Singapore,5 Sep 1999,
ODI,AR Khurasiya,DNB,6,-,-,-,-,1,,v West Indies,Singapore,5 Sep 1999,
ODI,SR Tendulkar,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,RR Singh,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,A Kumble,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,SC Ganguly,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,VG Kambli,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,BKV Prasad,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,R Dravid,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,SB Joshi,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,DS Mohanty,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,N Chopra,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,S Ramesh,TDNB,6,-,-,-,-,-,,v West Indies,Singapore,7 Sep 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v West Indies,Singapore,8 Sep 1999,
ODI,RR Singh,DNB,6,-,-,-,-,2,,v West Indies,Singapore,8 Sep 1999,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v West Indies,Singapore,8 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v West Indies,Singapore,8 Sep 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v West Indies,Singapore,8 Sep 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v West Indies,Toronto,11 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v West Indies,Toronto,11 Sep 1999,
ODI,HH Kanitkar,DNB,6,-,-,-,-,1,,v West Indies,Toronto,11 Sep 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v West Indies,Toronto,11 Sep 1999,
ODI,JJ Martin,DNB,6,-,-,-,-,1,,v West Indies,Toronto,11 Sep 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,1,,v West Indies,Toronto,11 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v West Indies,Toronto,12 Sep 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v West Indies,Toronto,12 Sep 1999,
ODI,JJ Martin,DNB,6,-,-,-,-,1,,v West Indies,Toronto,12 Sep 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,1,,v West Indies,Toronto,12 Sep 1999,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v West Indies,Toronto,14 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v West Indies,Toronto,14 Sep 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v West Indies,Toronto,14 Sep 1999,
ODI,JJ Martin,DNB,6,-,-,-,-,2,,v West Indies,Toronto,14 Sep 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v West Indies,Toronto,14 Sep 1999,
ODI,RR Singh,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),26 Sep 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),26 Sep 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),26 Sep 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),26 Sep 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,RR Singh,DNB,6,-,-,-,-,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),3 Oct 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),3 Oct 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),3 Oct 1999,
ODI,S Ramesh,DNB,6,-,-,-,-,1,,v South Africa,Nairobi (Gym),3 Oct 1999,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v New Zealand,Rajkot,5 Nov 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v New Zealand,Rajkot,5 Nov 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v New Zealand,Rajkot,5 Nov 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v New Zealand,Rajkot,5 Nov 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,RR Singh,DNB,6,-,-,-,-,2,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v New Zealand,Gwalior,11 Nov 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v New Zealand,Gwalior,11 Nov 1999,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v New Zealand,Gwalior,11 Nov 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,2,,v New Zealand,Gwalior,11 Nov 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,1,,v New Zealand,Guwahati,14 Nov 1999,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v New Zealand,Guwahati,14 Nov 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v New Zealand,Guwahati,14 Nov 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v New Zealand,Guwahati,14 Nov 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,1,,v New Zealand,Delhi,17 Nov 1999,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v New Zealand,Delhi,17 Nov 1999,
ODI,MSK Prasad,DNB,6,-,-,-,-,1,,v New Zealand,Delhi,17 Nov 1999,
ODI,DJ Gandhi,DNB,6,-,-,-,-,1,,v New Zealand,Delhi,17 Nov 1999,
ODI,R Vijay Bharadwaj,DNB,6,-,-,-,-,1,,v New Zealand,Delhi,17 Nov 1999,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Pakistan,Brisbane,10 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Pakistan,Brisbane,10 Jan 2000,
ODI,VVS Laxman,DNB,6,-,-,-,-,2,,v Pakistan,Brisbane,10 Jan 2000,
ODI,HH Kanitkar,DNB,6,-,-,-,-,2,,v Pakistan,Brisbane,10 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,2,,v Pakistan,Brisbane,10 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Australia,Melbourne,12 Jan 2000,
ODI,VVS Laxman,DNB,6,-,-,-,-,1,,v Australia,Melbourne,12 Jan 2000,
ODI,JJ Martin,DNB,6,-,-,-,-,1,,v Australia,Melbourne,12 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,1,,v Australia,Melbourne,12 Jan 2000,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Australia,Sydney,14 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Australia,Sydney,14 Jan 2000,
ODI,VVS Laxman,DNB,6,-,-,-,-,2,,v Australia,Sydney,14 Jan 2000,
ODI,N Chopra,DNB,6,-,-,-,-,2,,v Australia,Sydney,14 Jan 2000,
ODI,DJ Gandhi,DNB,6,-,-,-,-,2,,v Australia,Sydney,14 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,2,,v Australia,Sydney,14 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Pakistan,Hobart,21 Jan 2000,
ODI,VVS Laxman,DNB,6,-,-,-,-,1,,v Pakistan,Hobart,21 Jan 2000,
ODI,JJ Martin,DNB,6,-,-,-,-,1,,v Pakistan,Hobart,21 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,1,,v Pakistan,Hobart,21 Jan 2000,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Pakistan,Adelaide,25 Jan 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Pakistan,Adelaide,25 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Pakistan,Adelaide,25 Jan 2000,
ODI,HH Kanitkar,DNB,6,-,-,-,-,2,,v Pakistan,Adelaide,25 Jan 2000,
ODI,JJ Martin,DNB,6,-,-,-,-,2,,v Pakistan,Adelaide,25 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,2,,v Pakistan,Adelaide,25 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Australia,Adelaide,26 Jan 2000,
ODI,JJ Martin,DNB,6,-,-,-,-,1,,v Australia,Adelaide,26 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,1,,v Australia,Adelaide,26 Jan 2000,
ODI,SR Tendulkar,DNB,6,-,-,-,-,1,,v Pakistan,W.A.C.A,28 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Pakistan,W.A.C.A,28 Jan 2000,
ODI,VVS Laxman,DNB,6,-,-,-,-,1,,v Pakistan,W.A.C.A,28 Jan 2000,
ODI,JJ Martin,DNB,6,-,-,-,-,1,,v Pakistan,W.A.C.A,28 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,1,,v Pakistan,W.A.C.A,28 Jan 2000,
ODI,SR Tendulkar,DNB,6,-,-,-,-,2,,v Australia,W.A.C.A,30 Jan 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Australia,W.A.C.A,30 Jan 2000,
ODI,VVS Laxman,DNB,6,-,-,-,-,2,,v Australia,W.A.C.A,30 Jan 2000,
ODI,HH Kanitkar,DNB,6,-,-,-,-,2,,v Australia,W.A.C.A,30 Jan 2000,
ODI,DJ Gandhi,DNB,6,-,-,-,-,2,,v Australia,W.A.C.A,30 Jan 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,2,,v Australia,W.A.C.A,30 Jan 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v South Africa,Kochi,9 Mar 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v South Africa,Kochi,9 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v South Africa,Kochi,9 Mar 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,1,,v South Africa,Kochi,9 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,RR Singh,DNB,6,-,-,-,-,1,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,1,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v South Africa,Faridabad,15 Mar 2000,
ODI,RR Singh,DNB,6,-,-,-,-,2,,v South Africa,Faridabad,15 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v South Africa,Faridabad,15 Mar 2000,
ODI,SS Dighe,DNB,6,-,-,-,-,2,,v South Africa,Faridabad,15 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v South Africa,Vadodara,17 Mar 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v South Africa,Vadodara,17 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v South Africa,Vadodara,17 Mar 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v South Africa,Vadodara,17 Mar 2000,
ODI,SS Karim,DNB,6,-,-,-,-,1,,v South Africa,Vadodara,17 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v South Africa,Nagpur,19 Mar 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v South Africa,Nagpur,19 Mar 2000,
ODI,SS Karim,DNB,6,-,-,-,-,1,,v South Africa,Nagpur,19 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,22 Mar 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,22 Mar 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,22 Mar 2000,
ODI,SS Karim,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,22 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,23 Mar 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,23 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,23 Mar 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,23 Mar 2000,
ODI,SS Karim,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,23 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,26 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,26 Mar 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,26 Mar 2000,
ODI,SS Karim,DNB,6,-,-,-,-,1,,v Pakistan,Sharjah,26 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,27 Mar 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,27 Mar 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,27 Mar 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,27 Mar 2000,
ODI,SS Karim,DNB,6,-,-,-,-,2,,v South Africa,Sharjah,27 Mar 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Bangladesh,Dhaka,30 May 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Bangladesh,Dhaka,30 May 2000,
ODI,SS Karim,DNB,6,-,-,-,-,1,,v Bangladesh,Dhaka,30 May 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Sri Lanka,Dhaka,1 Jun 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v Sri Lanka,Dhaka,1 Jun 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v Sri Lanka,Dhaka,1 Jun 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Sri Lanka,Dhaka,1 Jun 2000,
ODI,M Azharuddin,DNB,6,-,-,-,-,1,,v Pakistan,Dhaka,3 Jun 2000,
ODI,RR Singh,DNB,6,-,-,-,-,1,,v Pakistan,Dhaka,3 Jun 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v Pakistan,Dhaka,3 Jun 2000,
ODI,A Jadeja,DNB,6,-,-,-,-,1,,v Pakistan,Dhaka,3 Jun 2000,
ODI,NR Mongia,DNB,6,-,-,-,-,1,,v Pakistan,Dhaka,3 Jun 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Pakistan,Dhaka,3 Jun 2000,
ODI,RR Singh,DNB,6,-,-,-,-,1,,v Kenya,Nairobi (Gym),3 Oct 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v Kenya,Nairobi (Gym),3 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,1,,v Kenya,Nairobi (Gym),3 Oct 2000,
ODI,R Dravid,DNB,6,-,-,-,-,1,,v Kenya,Nairobi (Gym),3 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,1,,v Kenya,Nairobi (Gym),3 Oct 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Australia,Nairobi (Gym),7 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v Australia,Nairobi (Gym),7 Oct 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Australia,Nairobi (Gym),7 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,2,,v Australia,Nairobi (Gym),7 Oct 2000,
ODI,Yuvraj Singh,DNB,6,-,-,-,-,2,,v Australia,Nairobi (Gym),7 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v South Africa,Nairobi (Gym),13 Oct 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v South Africa,Nairobi (Gym),13 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,2,,v South Africa,Nairobi (Gym),13 Oct 2000,
ODI,RR Singh,DNB,6,-,-,-,-,2,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,2,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v Sri Lanka,Sharjah,20 Oct 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Sri Lanka,Sharjah,20 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,2,,v Sri Lanka,Sharjah,20 Oct 2000,
ODI,Yuvraj Singh,DNB,6,-,-,-,-,2,,v Sri Lanka,Sharjah,20 Oct 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,2,,v Zimbabwe,Sharjah,22 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,2,,v Zimbabwe,Sharjah,22 Oct 2000,
ODI,R Dravid,DNB,6,-,-,-,-,2,,v Zimbabwe,Sharjah,22 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,2,,v Zimbabwe,Sharjah,22 Oct 2000,
ODI,SC Ganguly,DNB,6,-,-,-,-,1,,v Zimbabwe,Sharjah,26 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,1,,v Zimbabwe,Sharjah,26 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,1,,v Zimbabwe,Sharjah,26 Oct 2000,
ODI,Yuvraj Singh,DNB,6,-,-,-,-,1,,v Zimbabwe,Sharjah,26 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,1,,v Sri Lanka,Sharjah,27 Oct 2000,
ODI,HK Badani,DNB,6,-,-,-,-,1,,v Sri Lanka,Sharjah,27 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,1,,v Sri Lanka,Sharjah,27 Oct 2000,
ODI,VG Kambli,DNB,6,-,-,-,-,1,,v Sri Lanka,Sharjah,29 Oct 2000,
ODI,HK Badani,DNB,6,-,-,-,-,1,,v Sri Lanka,Sharjah,29 Oct 2000,
ODI,V Dahiya,DNB,6,-,-,-,-,1,,v Sri Lanka,Sharjah,29 Oct 2000,
